Customer ID,Name,Age,Gender,Location,Transaction History,Online Behavior,Interests,Values,Lifestyle,Target
CUS0261,Customer 261,69,Male,Perth,48654.89,Passive,Tech,Customer Service,Single,High Networth Individuals
CUS0262,Customer 262,74,Male,Hobart,2175.22,Passive,Fashion,Low Fees,Student,Small business
CUS0263,Customer 263,57,Female,Perth,38814.74,Active,Sports,Innovation,Business Owner,High Networth Individuals
CUS0264,Customer 264,43,Male,Perth,46467.14,Active,Fashion,Security,Business Owner,High Networth Individuals
CUS0265,Customer 265,66,Non-binary,Brisbane,37204.73,Active,Travel,Low Fees,Student,High Networth Individuals
CUS0266,Customer 266,41,Female,Hobart,44672.16,Passive,Tech,Customer Service,Student,High Networth Individuals
CUS0267,Customer 267,57,Female,Perth,39082.75,Passive,Fashion,Customer Service,Student,High Networth Individuals
CUS0268,Customer 268,75,Female,Hobart,33719.7,Active,Tech,Customer Service,Retired,High Networth Individuals
CUS0269,Customer 269,31,Non-binary,Melbourne,6827.78,Active,Music,Convenience,Student,Tech savvy customer
CUS0270,Customer 270,33,Female,Brisbane,45905.13,Active,Music,Customer Service,Single,High Networth Individuals
CUS0271,Customer 271,61,Male,Hobart,4115.53,Active,Sports,Innovation,Retired,Tech savvy customer
CUS0272,Customer 272,77,Male,Sydney,30754.56,Active,Finance,Convenience,Student,High Networth Individuals
CUS0273,Customer 273,48,Non-binary,Adelaide,5580.12,Active,Fashion,Security,Student,High Networth Individuals
CUS0274,Customer 274,68,Male,Brisbane,3911.8,Passive,Tech,Security,Single,Small business
CUS0275,Customer 275,27,Female,Sydney,8242.03,Passive,Fashion,Convenience,Student,Tech savvy customer
CUS0276,Customer 276,42,Male,Sydney,37063.27,Passive,Finance,Convenience,Student,High Networth Individuals
CUS0277,Customer 277,56,Non-binary,Brisbane,37874.72,Passive,Sports,Innovation,Family-Oriented,High Networth Individuals
CUS0278,Customer 278,78,Non-binary,Perth,44559.03,Passive,Tech,Low Fees,Retired,High Networth Individuals
CUS0279,Customer 279,73,Male,Sydney,29748.47,Passive,Music,Low Fees,Retired,High Networth Individuals
CUS0280,Customer 280,24,Non-binary,Perth,33030.5,Passive,Finance,Convenience,Business Owner,High Networth Individuals
CUS0281,Customer 281,71,Male,Melbourne,30139.02,Active,Music,Security,Retired,High Networth Individuals
CUS0282,Customer 282,55,Non-binary,Perth,49085.27,Passive,Sports,Convenience,Retired,High Networth Individuals
CUS0283,Customer 283,53,Male,Adelaide,11517.05,Passive,Sports,Customer Service,Family-Oriented,Family
CUS0284,Customer 284,57,Male,Adelaide,15626.2,Active,Sports,Customer Service,Student,High Networth Individuals
CUS0285,Customer 285,74,Non-binary,Brisbane,31556.57,Active,Travel,Innovation,Business Owner,High Networth Individuals
CUS0286,Customer 286,35,Female,Adelaide,42191.79,Active,Travel,Low Fees,Family-Oriented,High Networth Individuals
CUS0287,Customer 287,49,Non-binary,Sydney,2284.35,Passive,Travel,Convenience,Family-Oriented,Single
CUS0288,Customer 288,21,Male,Hobart,32382.34,Active,Travel,Innovation,Single,Single
CUS0289,Customer 289,62,Female,Adelaide,25436.28,Passive,Music,Security,Retired,High Networth Individuals
CUS0290,Customer 290,40,Female,Melbourne,14590.27,Active,Music,Innovation,Family-Oriented,Family
CUS0291,Customer 291,31,Non-binary,Brisbane,12551.05,Passive,Travel,Customer Service,Single,Single
CUS0292,Customer 292,35,Male,Perth,39845.82,Active,Finance,Customer Service,Business Owner,Tech savvy customer
CUS0293,Customer 293,57,Female,Hobart,41042.7,Active,Sports,Customer Service,Retired,High Networth Individuals
CUS0294,Customer 294,75,Male,Adelaide,49407.16,Active,Music,Low Fees,Single,High Networth Individuals
CUS0295,Customer 295,71,Non-binary,Melbourne,36390.65,Active,Fashion,Customer Service,Family-Oriented,High Networth Individuals
CUS0296,Customer 296,54,Male,Brisbane,14284.32,Active,Travel,Convenience,Business Owner,Tech savvy customer
CUS0297,Customer 297,69,Male,Perth,29075.49,Passive,Sports,Customer Service,Business Owner,Family
CUS0298,Customer 298,61,Male,Perth,9708.49,Passive,Finance,Security,Family-Oriented,High Networth Individuals
CUS0299,Customer 299,40,Female,Sydney,16085.18,Active,Music,Low Fees,Single,High Networth Individuals
CUS0300,Customer 300,80,Male,Hobart,26596.72,Passive,Travel,Convenience,Single,High Networth Individuals
CUS0301,Customer 301,42,Female,Hobart,3209.54,Active,Sports,Security,Business Owner,Small business
CUS0302,Customer 302,36,Male,Melbourne,26358.84,Active,Finance,Customer Service,Business Owner,Frequent traveller
CUS0303,Customer 303,44,Non-binary,Melbourne,40150.54,Passive,Travel,Innovation,Business Owner,High Networth Individuals
CUS0304,Customer 304,57,Female,Perth,28778.52,Active,Music,Low Fees,Single,High Networth Individuals
CUS0305,Customer 305,48,Female,Adelaide,11976.18,Passive,Tech,Convenience,Student,Frequent traveller
CUS0306,Customer 306,37,Non-binary,Brisbane,14013.62,Active,Travel,Innovation,Business Owner,Frequent traveller
CUS0307,Customer 307,26,Male,Brisbane,45316.18,Passive,Tech,Security,Family-Oriented,High Networth Individuals
CUS0308,Customer 308,49,Female,Adelaide,42031.38,Active,Music,Low Fees,Student,High Networth Individuals
CUS0309,Customer 309,69,Non-binary,Melbourne,21336.17,Passive,Tech,Low Fees,Single,High Networth Individuals
CUS0310,Customer 310,70,Non-binary,Perth,35080.91,Active,Music,Innovation,Family-Oriented,High Networth Individuals
CUS0311,Customer 311,51,Non-binary,Sydney,7213.13,Passive,Finance,Convenience,Family-Oriented,High Networth Individuals
CUS0312,Customer 312,52,Female,Sydney,9275.47,Passive,Music,Security,Student,Frequent traveller
CUS0313,Customer 313,75,Male,Perth,32676.97,Active,Finance,Innovation,Retired,High Networth Individuals
CUS0314,Customer 314,32,Female,Perth,13417.76,Passive,Finance,Convenience,Family-Oriented,Tech savvy customer
CUS0315,Customer 315,23,Male,Sydney,47277.03,Passive,Travel,Convenience,Business Owner,Small business
CUS0316,Customer 316,24,Female,Brisbane,7975.34,Passive,Finance,Low Fees,Business Owner,High Networth Individuals
CUS0317,Customer 317,22,Male,Sydney,11075.68,Passive,Travel,Security,Single,Single
CUS0318,Customer 318,78,Non-binary,Adelaide,24646.97,Active,Fashion,Innovation,Retired,High Networth Individuals
CUS0319,Customer 319,33,Female,Hobart,12839.67,Active,Sports,Security,Business Owner,Frequent traveller
CUS0320,Customer 320,65,Female,Perth,3755.12,Active,Tech,Customer Service,Student,Small business
CUS0321,Customer 321,62,Male,Perth,49392.55,Active,Finance,Low Fees,Retired,High Networth Individuals
CUS0322,Customer 322,76,Female,Melbourne,30431.87,Passive,Tech,Innovation,Business Owner,Tech savvy customer
CUS0323,Customer 323,64,Non-binary,Brisbane,46185.31,Passive,Tech,Convenience,Student,High Networth Individuals
CUS0324,Customer 324,71,Male,Adelaide,30280.7,Active,Tech,Security,Single,High Networth Individuals
CUS0325,Customer 325,42,Male,Hobart,49904.83,Passive,Finance,Convenience,Business Owner,High Networth Individuals
CUS0326,Customer 326,31,Non-binary,Perth,1570.52,Passive,Finance,Security,Business Owner,Frequent traveller
CUS0327,Customer 327,67,Male,Hobart,44013.33,Passive,Travel,Low Fees,Family-Oriented,High Networth Individuals
CUS0328,Customer 328,52,Male,Perth,31664.49,Passive,Sports,Convenience,Business Owner,Family
CUS0329,Customer 329,21,Male,Brisbane,29380.03,Active,Sports,Convenience,Single,Single
CUS0330,Customer 330,34,Male,Brisbane,47793.96,Passive,Tech,Customer Service,Student,High Networth Individuals
CUS0331,Customer 331,20,Non-binary,Hobart,10916.65,Active,Tech,Innovation,Business Owner,Young clients
CUS0332,Customer 332,22,Male,Melbourne,18162.6,Active,Travel,Security,Student,Young clients
CUS0333,Customer 333,79,Male,Perth,48417.82,Passive,Tech,Convenience,Single,High Networth Individuals
CUS0334,Customer 334,66,Non-binary,Brisbane,44628.81,Active,Travel,Innovation,Single,High Networth Individuals
CUS0335,Customer 335,20,Male,Perth,22578.35,Passive,Tech,Security,Business Owner,Frequent traveller
CUS0336,Customer 336,78,Non-binary,Adelaide,28050.31,Passive,Music,Low Fees,Student,High Networth Individuals
CUS0337,Customer 337,32,Male,Sydney,39982.06,Active,Travel,Convenience,Single,Single
CUS0338,Customer 338,44,Female,Hobart,34321.12,Passive,Music,Customer Service,Student,High Networth Individuals
CUS0339,Customer 339,72,Male,Perth,5186.35,Active,Finance,Security,Student,High Networth Individuals
CUS0340,Customer 340,53,Male,Sydney,30701.03,Passive,Finance,Low Fees,Family-Oriented,High Networth Individuals
CUS0341,Customer 341,61,Female,Perth,10454.55,Active,Tech,Customer Service,Student,High Networth Individuals
CUS0342,Customer 342,68,Non-binary,Brisbane,44017.27,Active,Travel,Convenience,Business Owner,Tech savvy customer
CUS0343,Customer 343,50,Male,Adelaide,12746.67,Passive,Fashion,Convenience,Family-Oriented,Small business
CUS0344,Customer 344,44,Male,Hobart,22433.95,Passive,Tech,Security,Single,High Networth Individuals
CUS0345,Customer 345,65,Male,Adelaide,35463.7,Active,Tech,Innovation,Retired,High Networth Individuals
CUS0346,Customer 346,71,Male,Sydney,17072.95,Passive,Finance,Customer Service,Family-Oriented,High Networth Individuals
CUS0347,Customer 347,24,Non-binary,Hobart,38735.84,Passive,Music,Security,Single,Frequent traveller
CUS0348,Customer 348,52,Male,Adelaide,1720.68,Passive,Travel,Innovation,Single,Frequent traveller
CUS0349,Customer 349,49,Non-binary,Sydney,24325.82,Active,Travel,Security,Business Owner,High Networth Individuals
CUS0350,Customer 350,64,Male,Melbourne,37408.18,Active,Travel,Innovation,Family-Oriented,High Networth Individuals
CUS0351,Customer 351,73,Non-binary,Brisbane,18046.1,Passive,Travel,Security,Business Owner,Small business
CUS0352,Customer 352,45,Female,Hobart,40650.98,Active,Music,Convenience,Family-Oriented,High Networth Individuals
CUS0353,Customer 353,54,Male,Adelaide,8097.3,Passive,Fashion,Low Fees,Retired,Young clients
CUS0354,Customer 354,26,Male,Hobart,3363.36,Active,Fashion,Customer Service,Business Owner,Frequent traveller
CUS0355,Customer 355,18,Female,Adelaide,13629.48,Active,Fashion,Low Fees,Family-Oriented,Young clients
CUS0356,Customer 356,78,Male,Sydney,29860.12,Passive,Fashion,Customer Service,Family-Oriented,High Networth Individuals
CUS0357,Customer 357,79,Non-binary,Adelaide,36113.97,Active,Fashion,Low Fees,Student,High Networth Individuals
CUS0358,Customer 358,32,Female,Perth,20510.99,Passive,Sports,Low Fees,Family-Oriented,High Networth Individuals
CUS0359,Customer 359,55,Non-binary,Melbourne,17446.27,Passive,Sports,Convenience,Retired,High Networth Individuals
CUS0360,Customer 360,38,Male,Melbourne,13703.33,Passive,Fashion,Low Fees,Student,Family
CUS0361,Customer 361,76,Male,Adelaide,9146.92,Active,Music,Security,Retired,Young clients
CUS0362,Customer 362,75,Female,Adelaide,21259.78,Passive,Tech,Customer Service,Business Owner,Young clients
CUS0363,Customer 363,79,Female,Perth,36621.3,Active,Finance,Customer Service,Business Owner,Family
CUS0364,Customer 364,80,Male,Sydney,32940.54,Passive,Finance,Innovation,Family-Oriented,High Networth Individuals
CUS0365,Customer 365,70,Female,Hobart,49957.43,Passive,Travel,Security,Student,High Networth Individuals
CUS0366,Customer 366,65,Male,Perth,4760.44,Active,Travel,Customer Service,Single,Family
CUS0367,Customer 367,70,Male,Perth,43021.8,Passive,Music,Convenience,Single,High Networth Individuals
CUS0368,Customer 368,52,Male,Sydney,10027.46,Active,Travel,Customer Service,Student,Small business
CUS0369,Customer 369,27,Non-binary,Perth,3574.23,Active,Tech,Convenience,Family-Oriented,Small business
CUS0370,Customer 370,48,Female,Perth,22082.19,Passive,Sports,Security,Retired,High Networth Individuals
CUS0371,Customer 371,80,Male,Perth,8270.46,Active,Tech,Customer Service,Business Owner,Frequent traveller
CUS0372,Customer 372,71,Female,Melbourne,41087.48,Active,Finance,Security,Family-Oriented,High Networth Individuals
CUS0373,Customer 373,27,Female,Perth,44517.92,Passive,Tech,Security,Student,High Networth Individuals
CUS0374,Customer 374,40,Female,Perth,17978.42,Active,Finance,Customer Service,Single,High Networth Individuals
CUS0375,Customer 375,65,Non-binary,Melbourne,38491.28,Active,Fashion,Low Fees,Student,High Networth Individuals
CUS0376,Customer 376,46,Male,Melbourne,44842.22,Passive,Finance,Innovation,Business Owner,High Networth Individuals
CUS0377,Customer 377,61,Male,Brisbane,43334.3,Passive,Tech,Customer Service,Retired,High Networth Individuals
CUS0378,Customer 378,32,Male,Sydney,1849.07,Active,Fashion,Low Fees,Family-Oriented,Frequent traveller
CUS0379,Customer 379,30,Female,Adelaide,25679.54,Passive,Fashion,Customer Service,Family-Oriented,High Networth Individuals
CUS0380,Customer 380,29,Female,Brisbane,45298.93,Passive,Tech,Customer Service,Business Owner,High Networth Individuals
CUS0381,Customer 381,75,Non-binary,Perth,10162.7,Active,Music,Innovation,Retired,Frequent traveller
CUS0382,Customer 382,21,Non-binary,Hobart,32241.22,Active,Tech,Customer Service,Business Owner,Small business
CUS0383,Customer 383,56,Non-binary,Melbourne,8734.87,Active,Travel,Convenience,Retired,Young clients
CUS0384,Customer 384,31,Female,Adelaide,44101.7,Active,Finance,Security,Family-Oriented,High Networth Individuals
CUS0385,Customer 385,19,Non-binary,Perth,13563.09,Passive,Tech,Customer Service,Business Owner,Small business
CUS0386,Customer 386,59,Non-binary,Adelaide,25520.61,Passive,Music,Convenience,Family-Oriented,High Networth Individuals
CUS0387,Customer 387,47,Non-binary,Perth,1181.39,Passive,Travel,Security,Single,High Networth Individuals
CUS0388,Customer 388,56,Female,Brisbane,16674.56,Active,Fashion,Low Fees,Family-Oriented,High Networth Individuals
CUS0389,Customer 389,49,Female,Perth,32475.15,Active,Travel,Low Fees,Family-Oriented,High Networth Individuals
CUS0390,Customer 390,67,Female,Sydney,20295.61,Passive,Fashion,Convenience,Retired,High Networth Individuals
CUS0391,Customer 391,46,Male,Sydney,2513.39,Passive,Sports,Low Fees,Student,Young clients
CUS0392,Customer 392,74,Male,Brisbane,41690.14,Passive,Finance,Convenience,Family-Oriented,High Networth Individuals
CUS0393,Customer 393,74,Non-binary,Hobart,43499.89,Active,Tech,Low Fees,Retired,High Networth Individuals
CUS0394,Customer 394,37,Male,Sydney,41364.09,Active,Sports,Low Fees,Student,High Networth Individuals
CUS0395,Customer 395,51,Male,Brisbane,43916.55,Passive,Sports,Convenience,Business Owner,Family
CUS0396,Customer 396,21,Male,Hobart,30331.16,Active,Sports,Customer Service,Single,Young clients
CUS0397,Customer 397,37,Female,Hobart,34785.64,Passive,Sports,Innovation,Business Owner,Frequent traveller
CUS0398,Customer 398,37,Non-binary,Sydney,10173.91,Passive,Sports,Customer Service,Single,Small business
CUS0399,Customer 399,79,Male,Brisbane,2031.92,Passive,Sports,Customer Service,Retired,High Networth Individuals
CUS0400,Customer 400,38,Female,Adelaide,3864.3,Passive,Sports,Customer Service,Family-Oriented,Young clients
CUS0401,Customer 401,33,Non-binary,Hobart,43506.84,Active,Finance,Innovation,Business Owner,High Networth Individuals
CUS0402,Customer 402,32,Female,Hobart,37450.65,Passive,Fashion,Low Fees,Retired,High Networth Individuals
CUS0403,Customer 403,57,Male,Hobart,5900.25,Passive,Finance,Low Fees,Business Owner,Tech savvy customer
CUS0404,Customer 404,26,Male,Brisbane,48576.83,Active,Travel,Security,Family-Oriented,High Networth Individuals
CUS0405,Customer 405,71,Female,Melbourne,30896.82,Active,Fashion,Customer Service,Retired,High Networth Individuals
CUS0406,Customer 406,61,Female,Adelaide,5114.79,Active,Fashion,Innovation,Family-Oriented,Young clients
CUS0407,Customer 407,79,Female,Perth,45923.02,Active,Finance,Convenience,Family-Oriented,High Networth Individuals
CUS0408,Customer 408,60,Non-binary,Melbourne,44726.56,Passive,Finance,Innovation,Business Owner,High Networth Individuals
CUS0409,Customer 409,76,Non-binary,Melbourne,9454.97,Active,Tech,Customer Service,Business Owner,Small business
CUS0410,Customer 410,67,Male,Brisbane,18969.25,Passive,Sports,Convenience,Student,High Networth Individuals
CUS0411,Customer 411,27,Female,Melbourne,29976.69,Passive,Tech,Customer Service,Single,High Networth Individuals
CUS0412,Customer 412,65,Non-binary,Brisbane,4492.22,Passive,Finance,Security,Retired,Small business
CUS0413,Customer 413,40,Male,Melbourne,18063.01,Active,Sports,Convenience,Single,High Networth Individuals
CUS0414,Customer 414,61,Female,Adelaide,46716.48,Passive,Finance,Innovation,Student,High Networth Individuals
CUS0415,Customer 415,73,Female,Brisbane,19439.09,Passive,Travel,Security,Retired,High Networth Individuals
CUS0416,Customer 416,80,Non-binary,Sydney,6151.57,Passive,Finance,Innovation,Single,Single
CUS0417,Customer 417,75,Male,Adelaide,17617.56,Passive,Finance,Convenience,Student,High Networth Individuals
CUS0418,Customer 418,22,Female,Adelaide,40525.53,Active,Fashion,Convenience,Business Owner,High Networth Individuals
CUS0419,Customer 419,50,Non-binary,Adelaide,40507.9,Passive,Travel,Security,Student,High Networth Individuals
CUS0420,Customer 420,20,Non-binary,Hobart,36850.42,Passive,Tech,Innovation,Student,Students
CUS0421,Customer 421,63,Male,Sydney,35873.36,Active,Tech,Convenience,Business Owner,Small business
CUS0422,Customer 422,21,Female,Sydney,34758.01,Active,Music,Low Fees,Family-Oriented,High Networth Individuals
CUS0423,Customer 423,61,Non-binary,Adelaide,36578.05,Passive,Travel,Security,Student,High Networth Individuals
CUS0424,Customer 424,71,Non-binary,Perth,38828.05,Active,Finance,Security,Business Owner,High Networth Individuals
CUS0425,Customer 425,25,Non-binary,Hobart,34924.51,Passive,Tech,Security,Single,Young clients
CUS0426,Customer 426,74,Female,Hobart,33607.42,Passive,Sports,Customer Service,Retired,High Networth Individuals
CUS0427,Customer 427,23,Non-binary,Brisbane,34249.18,Passive,Tech,Innovation,Business Owner,High Networth Individuals
CUS0428,Customer 428,64,Non-binary,Sydney,11108.62,Passive,Finance,Convenience,Retired,Tech savvy customer
CUS0429,Customer 429,56,Male,Hobart,32299.43,Active,Tech,Convenience,Student,High Networth Individuals
CUS0430,Customer 430,36,Male,Brisbane,48092.1,Active,Fashion,Customer Service,Family-Oriented,High Networth Individuals
CUS0431,Customer 431,27,Non-binary,Hobart,41667.46,Passive,Travel,Innovation,Business Owner,High Networth Individuals
CUS0432,Customer 432,56,Female,Perth,37831.08,Active,Tech,Security,Business Owner,Small business
CUS0433,Customer 433,27,Female,Brisbane,15368.48,Passive,Sports,Customer Service,Family-Oriented,High Networth Individuals
CUS0434,Customer 434,80,Female,Hobart,10252.5,Active,Sports,Innovation,Retired,High Networth Individuals
CUS0435,Customer 435,72,Female,Perth,42343.36,Active,Music,Security,Retired,High Networth Individuals
CUS0436,Customer 436,18,Female,Perth,29608.65,Active,Travel,Convenience,Student,Students
CUS0437,Customer 437,63,Male,Hobart,22966.48,Active,Music,Customer Service,Family-Oriented,High Networth Individuals
CUS0438,Customer 438,34,Male,Sydney,33480.12,Passive,Sports,Security,Single,Single
CUS0439,Customer 439,23,Male,Brisbane,9534.84,Passive,Travel,Customer Service,Single,Single
CUS0440,Customer 440,40,Non-binary,Adelaide,22068.05,Active,Music,Low Fees,Student,High Networth Individuals
CUS0441,Customer 441,36,Non-binary,Perth,8998.34,Passive,Sports,Innovation,Business Owner,Frequent traveller
CUS0442,Customer 442,62,Non-binary,Adelaide,2442.67,Passive,Sports,Low Fees,Single,Single
CUS0443,Customer 443,25,Non-binary,Hobart,3215.43,Passive,Travel,Security,Student,Young clients
CUS0444,Customer 444,71,Male,Adelaide,15038.54,Passive,Finance,Convenience,Student,High Networth Individuals
CUS0445,Customer 445,54,Female,Perth,4140.15,Active,Fashion,Low Fees,Family-Oriented,Young clients
CUS0446,Customer 446,22,Non-binary,Sydney,29048.47,Passive,Travel,Convenience,Student,Frequent traveller
CUS0447,Customer 447,51,Non-binary,Adelaide,47841.04,Passive,Music,Convenience,Family-Oriented,High Networth Individuals
CUS0448,Customer 448,28,Male,Hobart,10379.15,Passive,Fashion,Innovation,Business Owner,Small business
CUS0449,Customer 449,49,Female,Hobart,40936.59,Passive,Finance,Customer Service,Family-Oriented,High Networth Individuals
CUS0450,Customer 450,24,Female,Melbourne,23436.51,Passive,Tech,Customer Service,Single,Young clients
CUS0451,Customer 451,39,Male,Brisbane,19916.69,Active,Fashion,Security,Business Owner,Family
CUS0452,Customer 452,41,Male,Melbourne,24732.55,Passive,Music,Convenience,Single,High Networth Individuals
CUS0453,Customer 453,56,Non-binary,Hobart,12074.02,Passive,Sports,Security,Student,High Networth Individuals
CUS0454,Customer 454,39,Non-binary,Melbourne,41041.7,Passive,Finance,Innovation,Student,High Networth Individuals
CUS0455,Customer 455,39,Male,Brisbane,45430.62,Active,Tech,Low Fees,Single,Single
CUS0456,Customer 456,79,Non-binary,Adelaide,41935.68,Active,Music,Security,Single,High Networth Individuals
CUS0457,Customer 457,18,Male,Sydney,49802.87,Passive,Music,Low Fees,Family-Oriented,Young clients
CUS0458,Customer 458,31,Male,Perth,46587.13,Active,Finance,Customer Service,Single,High Networth Individuals
CUS0459,Customer 459,26,Non-binary,Brisbane,41556.1,Passive,Fashion,Low Fees,Business Owner,Small business
CUS0460,Customer 460,36,Non-binary,Sydney,12153.52,Passive,Fashion,Security,Retired,Frequent traveller
CUS0461,Customer 461,29,Female,Melbourne,16655.12,Passive,Travel,Innovation,Single,Single
CUS0462,Customer 462,48,Non-binary,Sydney,16570.96,Active,Sports,Low Fees,Student,High Networth Individuals
CUS0463,Customer 463,74,Female,Melbourne,36860.2,Passive,Fashion,Innovation,Business Owner,Family
CUS0464,Customer 464,58,Non-binary,Hobart,12841.32,Passive,Tech,Innovation,Student,Young clients
CUS0465,Customer 465,34,Female,Melbourne,21338.66,Passive,Travel,Security,Student,High Networth Individuals
CUS0466,Customer 466,53,Male,Perth,9245.63,Active,Fashion,Innovation,Family-Oriented,Family
CUS0467,Customer 467,43,Male,Perth,34857.74,Active,Sports,Innovation,Single,High Networth Individuals
CUS0468,Customer 468,44,Non-binary,Perth,21225.02,Active,Music,Low Fees,Student,High Networth Individuals
CUS0469,Customer 469,73,Female,Sydney,13887.84,Active,Sports,Convenience,Business Owner,Tech savvy customer
CUS0470,Customer 470,75,Male,Brisbane,27959.27,Passive,Travel,Convenience,Family-Oriented,High Networth Individuals
CUS0471,Customer 471,23,Non-binary,Adelaide,4950.92,Passive,Travel,Innovation,Student,Young clients
CUS0472,Customer 472,35,Non-binary,Brisbane,6302.51,Active,Finance,Security,Student,Small business
CUS0473,Customer 473,78,Male,Sydney,11972.67,Active,Fashion,Innovation,Single,Family
CUS0474,Customer 474,59,Male,Adelaide,28381.56,Active,Music,Customer Service,Business Owner,High Networth Individuals
CUS0475,Customer 475,29,Male,Melbourne,3083.83,Passive,Music,Low Fees,Business Owner,Small business
CUS0476,Customer 476,66,Male,Adelaide,3559.06,Active,Fashion,Convenience,Family-Oriented,Frequent traveller
CUS0477,Customer 477,63,Male,Perth,44042.09,Active,Fashion,Customer Service,Student,High Networth Individuals
CUS0478,Customer 478,48,Non-binary,Adelaide,43568.22,Active,Finance,Convenience,Business Owner,Young clients
CUS0479,Customer 479,24,Male,Perth,32132.58,Passive,Finance,Low Fees,Family-Oriented,Single
CUS0480,Customer 480,33,Non-binary,Adelaide,31332.04,Passive,Music,Low Fees,Retired,High Networth Individuals
CUS0481,Customer 481,55,Non-binary,Brisbane,17249.55,Passive,Tech,Convenience,Single,High Networth Individuals
CUS0482,Customer 482,63,Female,Hobart,29275.85,Passive,Finance,Customer Service,Business Owner,Frequent traveller
CUS0483,Customer 483,65,Female,Perth,39097.5,Active,Travel,Convenience,Family-Oriented,High Networth Individuals
CUS0484,Customer 484,20,Female,Sydney,6011.39,Passive,Music,Customer Service,Business Owner,Young clients
CUS0485,Customer 485,23,Male,Brisbane,27443.03,Active,Finance,Customer Service,Family-Oriented,High Networth Individuals
CUS0486,Customer 486,36,Non-binary,Sydney,9015.12,Passive,Travel,Innovation,Single,Single
CUS0487,Customer 487,66,Male,Sydney,37319.66,Passive,Travel,Security,Family-Oriented,High Networth Individuals
CUS0488,Customer 488,59,Non-binary,Brisbane,25315.96,Passive,Finance,Low Fees,Single,High Networth Individuals
CUS0489,Customer 489,65,Female,Brisbane,16675.95,Passive,Fashion,Convenience,Single,High Networth Individuals
CUS0490,Customer 490,19,Male,Adelaide,37411.28,Active,Tech,Security,Single,Tech savvy customer
CUS0491,Customer 491,27,Female,Hobart,33402.73,Active,Music,Security,Retired,High Networth Individuals
CUS0492,Customer 492,45,Male,Sydney,41031.08,Active,Travel,Innovation,Family-Oriented,High Networth Individuals
CUS0493,Customer 493,27,Non-binary,Sydney,15287.47,Passive,Fashion,Customer Service,Business Owner,Small business
CUS0494,Customer 494,66,Female,Brisbane,34514.65,Active,Travel,Convenience,Retired,High Networth Individuals
CUS0495,Customer 495,61,Female,Brisbane,11175.83,Active,Fashion,Convenience,Student,Small business
CUS0496,Customer 496,40,Non-binary,Brisbane,45054.43,Active,Sports,Security,Business Owner,Single
CUS0497,Customer 497,57,Male,Melbourne,12487.81,Active,Finance,Customer Service,Single,Young clients
CUS0498,Customer 498,19,Male,Perth,7053.73,Passive,Tech,Security,Single,Students
CUS0499,Customer 499,70,Non-binary,Adelaide,11613.5,Passive,Tech,Innovation,Retired,Young clients
CUS0500,Customer 500,72,Male,Perth,43477.53,Passive,Travel,Customer Service,Retired,High Networth Individuals
CUS0501,Customer 501,65,Non-binary,Hobart,10745.29,Passive,Music,Convenience,Business Owner,High Networth Individuals
CUS0502,Customer 502,27,Non-binary,Melbourne,38567.52,Passive,Finance,Convenience,Single,Single
CUS0503,Customer 503,61,Male,Melbourne,21631.7,Passive,Finance,Innovation,Family-Oriented,High Networth Individuals
CUS0504,Customer 504,41,Female,Perth,43328.93,Passive,Finance,Convenience,Business Owner,High Networth Individuals
CUS0505,Customer 505,59,Non-binary,Perth,44569.08,Active,Finance,Convenience,Single,High Networth Individuals
CUS0506,Customer 506,56,Non-binary,Perth,3241.39,Passive,Finance,Customer Service,Retired,Single
CUS0507,Customer 507,64,Female,Hobart,8726.29,Passive,Music,Security,Family-Oriented,Small business
CUS0508,Customer 508,53,Female,Brisbane,26704.95,Passive,Finance,Customer Service,Retired,High Networth Individuals
CUS0509,Customer 509,21,Non-binary,Sydney,42490.33,Passive,Fashion,Innovation,Family-Oriented,Young clients
CUS0510,Customer 510,19,Non-binary,Melbourne,11483.75,Passive,Finance,Innovation,Student,Students
CUS0511,Customer 511,29,Female,Hobart,37110.98,Active,Tech,Convenience,Family-Oriented,High Networth Individuals
CUS0512,Customer 512,69,Male,Perth,48061.91,Passive,Fashion,Low Fees,Single,High Networth Individuals
CUS0513,Customer 513,36,Male,Sydney,37656.98,Passive,Sports,Innovation,Business Owner,High Networth Individuals
CUS0514,Customer 514,59,Non-binary,Sydney,33111.18,Passive,Finance,Innovation,Retired,High Networth Individuals
CUS0515,Customer 515,28,Female,Perth,6158.21,Active,Sports,Innovation,Student,Family
CUS0516,Customer 516,80,Non-binary,Adelaide,7987.89,Active,Tech,Customer Service,Business Owner,Small business
CUS0517,Customer 517,22,Female,Hobart,40597.31,Passive,Sports,Innovation,Student,Frequent traveller
CUS0518,Customer 518,31,Female,Brisbane,22724.47,Active,Fashion,Convenience,Family-Oriented,High Networth Individuals
CUS0519,Customer 519,63,Male,Sydney,7428.22,Passive,Music,Convenience,Single,Small business
CUS0520,Customer 520,29,Female,Perth,34622.43,Active,Fashion,Customer Service,Student,High Networth Individuals
CUS0521,Customer 521,53,Female,Sydney,37314.29,Passive,Fashion,Low Fees,Business Owner,Young clients
CUS0522,Customer 522,66,Male,Sydney,30007.01,Passive,Music,Convenience,Single,High Networth Individuals
CUS0523,Customer 523,78,Non-binary,Adelaide,45289.89,Active,Travel,Security,Business Owner,High Networth Individuals
